FileName,VerseName,MissingLanguages
450_Gorrepilla vivaahotsava.xml,o1,"eng,tel,tam,hin"
453_Nirmimpabaditimi manamu.xml,o1,"eng,tel,tam,hin"
454_Stutinchumu stutinchumu.xml,o1,"eng,tel,tam,hin"
455_Ee sangapu bunaadi.xml,v5,"eng,tel"
455_Ee sangapu bunaadi.xml,o1,"eng,tel,tam,hin"
458_Maname prabhuni paraloka gruhamu.xml,o1,"eng,tel,tam,hin"
459_Sanghame kristu yesuni shareeramu.xml,o1,"eng,tel,tam,hin"
45_Yehovaa meeda kroththa keertana.xml,v8,"eng,tel,tam"
45_Yehovaa meeda kroththa keertana.xml,o1,"eng,tel,tam,hin"
461_Parishuddha pattanamu kroththa.xml,o1,"eng,tel,tam,hin"
463_Prabhuni gruhamu aayana.xml,o1,"eng,tel,tam,hin"
464_Parishudda mandiramu naaku.xml,v5,tam
464_Parishudda mandiramu naaku.xml,v6,tam
464_Parishudda mandiramu naaku.xml,o1,"eng,tel,tam,hin"
46_Samastha deshamulaaraa andaru paadudi.xml,v5,hin
46_Samastha deshamulaaraa andaru paadudi.xml,v6,hin
46_Samastha deshamulaaraa andaru paadudi.xml,o1,"eng,tel,tam,hin"
472_Kristuni swaramu vindunu prabhuve.xml,v8,tam
472_Kristuni swaramu vindunu prabhuve.xml,v9,tam
472_Kristuni swaramu vindunu prabhuve.xml,v10,tam
472_Kristuni swaramu vindunu prabhuve.xml,o1,"eng,tel,tam,hin"
476_Nityudesune stutinchu.xml,o1,"eng,tel,tam,hin"
477_Dappi gonina vaanipai neetin.xml,o1,"eng,tel,tam,hin"
478_Sarassu prakkana rottelanu.xml,v4,"eng,tel"
478_Sarassu prakkana rottelanu.xml,o1,"eng,tel,tam,hin"
47_Samastha janulaaraa meeru.xml,v5,tam
47_Samastha janulaaraa meeru.xml,o1,"eng,tel,tam,hin"
480_Ne bodimpa janaalikin - nerpimpu.xml,v6,hin
480_Ne bodimpa janaalikin - nerpimpu.xml,v7,"eng,tel,hin"
480_Ne bodimpa janaalikin - nerpimpu.xml,o1,"eng,tel,tam,hin"
481_Nee swaramu vinupinchu prabhuvaa.xml,o1,"eng,tel,tam,hin"
486_Yesuni nammedivaaru aayana.xml,o1,"eng,tel,tam,hin"
488_Siyonu paatalu - santoshamuga.xml,v6,"eng,tel,hin"
488_Siyonu paatalu - santoshamuga.xml,o1,"eng,tel,tam,hin"
489_Idigo nenoka nootana kriyanu.xml,o1,"eng,tel,tam,hin"
48_Stutiyinchu - prabhun stutiyinchu.xml,v9,tam
48_Stutiyinchu - prabhun stutiyinchu.xml,v10,tam
48_Stutiyinchu - prabhun stutiyinchu.xml,o1,"eng,tel,tam,hin"
490_Swaschanda siyonu vaasi.xml,o1,"eng,tel,tam,hin"
491_Yehovaayandaanandame.xml,o1,"eng,tel,tam,hin"
493_Ellappudu ellappudu ellappudu.xml,o1,"eng,tel,tam,hin"
495_Aatma vishayamai deenulaina.xml,v6,hin
495_Aatma vishayamai deenulaina.xml,o1,"eng,tel,tam,hin"
496_Shaashwata mainadi prema.xml,v7,hin
496_Shaashwata mainadi prema.xml,o1,"eng,tel,tam,hin"
497_Parishuddulai yundudi daiva.xml,o1,"eng,tel,tam,hin"
498_Premaa premaa - premaa.xml,v5,hin
498_Premaa premaa - premaa.xml,o1,"eng,tel,tam,hin"
49_Vaaraayananu jana samaajamulo.xml,v5,tam
49_Vaaraayananu jana samaajamulo.xml,v6,tam
49_Vaaraayananu jana samaajamulo.xml,v7,tam
49_Vaaraayananu jana samaajamulo.xml,v8,tam
49_Vaaraayananu jana samaajamulo.xml,v9,tam
49_Vaaraayananu jana samaajamulo.xml,v10,"eng,tel,tam"
49_Vaaraayananu jana samaajamulo.xml,o1,"eng,tel,tam,hin"
4_Stutinthun stutinthun naa kaalochana.xml,v7,"eng,tel,tam"
4_Stutinthun stutinthun naa kaalochana.xml,o1,"eng,tel,tam,hin"
500_Ne Yesuni velugulo nadichedanu.xml,o1,"eng,tel,tam,hin"
501_Meere lokamunaku velugu.xml,o1,"eng,tel,tam,hin"
502_Balavantudesu mahima.xml,v6,"eng,tel,hin"
502_Balavantudesu mahima.xml,v7,"eng,tel,hin"
502_Balavantudesu mahima.xml,o1,"eng,tel,tam,hin"
508_Lechi randi viswaasulaaraa.xml,o1,"eng,tel,tam,hin"
50_Devaa naa hrudayamu.xml,v5,"eng,tel,tam"
50_Devaa naa hrudayamu.xml,o1,"eng,tel,tam,hin"
510_Bhayapadakumu neevu - yuddamu.xml,o1,"eng,tel,tam,hin"
511_Bhaya padakumu oh chinna.xml,o1,"eng,tel,tam,hin"
512_Mana mesuni vaaralamu.xml,o1,"eng,tel,tam,hin"
513_Vaaru aayana thattu choodagane.xml,v6,tam
513_Vaaru aayana thattu choodagane.xml,o1,"eng,tel,tam,hin"
514_Lokam jeevam maranambainan.xml,o1,"eng,tel,tam,hin"
518_Jeevithambu ghora kastanastamul.xml,o1,"eng,tel,tam,hin"
519_Aayana nannu nadupunanu.xml,v4,"eng,tel"
519_Aayana nannu nadupunanu.xml,o1,"eng,tel,tam,hin"
51_Stutintun devuni sabhalo.xml,v8,"eng,tel,hin"
51_Stutintun devuni sabhalo.xml,v9,"eng,tel,hin"
51_Stutintun devuni sabhalo.xml,v10,"eng,tel,hin"
51_Stutintun devuni sabhalo.xml,v11,"eng,tel,hin"
51_Stutintun devuni sabhalo.xml,o1,"eng,tel,tam,hin"
520_Nadpumaa mahaa Yehovaa.xml,v3,"eng,tel"
520_Nadpumaa mahaa Yehovaa.xml,o1,"eng,tel,tam,hin"
521_Yesu mammunu nadipinchu.xml,v4,"eng,tel,hin"
521_Yesu mammunu nadipinchu.xml,o1,"eng,tel,tam,hin"
522_Nee chentako prabho nejeedan.xml,v5,"tam,hin"
522_Nee chentako prabho nejeedan.xml,o1,"eng,tel,tam,hin"
524_Yesu aatma priyudaa.xml,o1,"eng,tel,tam,hin"
525_Naa prema raajukapari.xml,v7,"eng,tel,hin"
525_Naa prema raajukapari.xml,o1,"eng,tel,tam,hin"
526_Daiva prema pridviloni.xml,v4,"eng,tel"
526_Daiva prema pridviloni.xml,o1,"eng,tel,tam,hin"
527_Immuga nadipinchitivi.xml,o1,"eng,tel,tam,hin"
528_Anananda mahaanandam.xml,o1,"eng,tel,tam,hin"
529_Meeru Bahugaa Phalinchinacho.xml,o1,"eng,tel,tam,hin"
52_Yehovaa nee yokka maata.xml,v6,hin
52_Yehovaa nee yokka maata.xml,v7,"tam,hin"
52_Yehovaa nee yokka maata.xml,o1,"eng,tel,tam,hin"
530_Melkonumaa melkonumaa.xml,o1,"eng,tel,tam,hin"
531_Adbutha deevenalu prabhuvaa.xml,o1,"eng,tel,tam,hin"
532_Kristuni choochuchu saagi velledanu.xml,o1,"eng,tel,tam,hin"
533_Velledamu koodi velledamu.xml,o1,"eng,tel,tam,hin"
534_Oh prabhuvaa ne daari tholagithi.xml,v6,tam
534_Oh prabhuvaa ne daari tholagithi.xml,o1,"eng,tel,tam,hin"
537_Devunitho sahapaati.xml,o1,"eng,tel,tam,hin"
538_Nishchayamuga ninnu deevinchedanu.xml,o1,"eng,tel,tam,hin"
539_Yesu manatho nundaga.xml,v6,tam
539_Yesu manatho nundaga.xml,o1,"eng,tel,tam,hin"
541_Aanandinchedamu Yehovaalo.xml,v7,hin
541_Aanandinchedamu Yehovaalo.xml,o1,"eng,tel,tam,hin"
54_Kondala thattu kanuleththu.xml,v7,hin
54_Kondala thattu kanuleththu.xml,o1,"eng,tel,tam,hin"
556_Oh sarvashakhtudaa - naa satyadevudaa.xml,o1,"eng,tel,tam,hin"
557_Neethimanthula praardhana.xml,o1,"eng,tel,tam,hin"
558_Chetlu leni mettalandu.xml,o1,"eng,tel,tam,hin"
55_Yehovaa mandiramunaku velludamani.xml,v9,hin
55_Yehovaa mandiramunaku velludamani.xml,v10,hin
55_Yehovaa mandiramunaku velludamani.xml,v11,"tam,hin"
55_Yehovaa mandiramunaku velludamani.xml,o1,"eng,tel,tam,hin"
565_Paramaaseervadamu kori.xml,o1,"eng,tel,tam,hin"
566_Shudda aathma digirammu.xml,v8,tam
566_Shudda aathma digirammu.xml,o1,"eng,tel,tam,hin"
567_Yehovaaye aashcharya kaarayamulanu.xml,v7,hin
567_Yehovaaye aashcharya kaarayamulanu.xml,o1,"eng,tel,tam,hin"
568_Nimpumo prabhuvaa nannu.xml,o1,"eng,tel,tam,hin"
56_Yehovaa illu kattinchani yedala.xml,v5,tam
56_Yehovaa illu kattinchani yedala.xml,v6,tam
56_Yehovaa illu kattinchani yedala.xml,v7,tam
56_Yehovaa illu kattinchani yedala.xml,o1,"eng,tel,tam,hin"
572_Aatma deepamunu.xml,o1,"eng,tel,tam,hin"
574_O Prabhuvaa ujeevamu nimmu.xml,o1,"eng,tel,tam,hin"
575_Paramatandri karamuleththi.xml,o1,"eng,tel,tam,hin"
576_Nimpumu O prabhuva.xml,o1,"eng,tel,tam,hin"
577_Velugitchi naaku maargamu choopu.xml,o1,"eng,tel,tam,hin"
578_Prabhu kummarinchu prabhu.xml,o1,"eng,tel,tam,hin"
579_Karuninchumu naa Yesuwa.xml,v6,"eng,tel,hin"
579_Karuninchumu naa Yesuwa.xml,v7,"eng,tel,hin"
579_Karuninchumu naa Yesuwa.xml,v8,"eng,tel,hin"
579_Karuninchumu naa Yesuwa.xml,o1,"eng,tel,tam,hin"
57_Yehovaa agaadha stalamula lonundi.xml,o1,"eng,tel,tam,hin"
580_Nee paada sannidiki - krupaamaya Yesayyaa.xml,o1,"eng,tel,tam,hin"
581_Adugudi meeru mana prabhu.xml,o1,"eng,tel,tam,hin"
582_Velledamu mari dhairyamutho.xml,o1,"eng,tel,tam,hin"
583_Prabhuva pampu varshamunu.xml,v5,hin
583_Prabhuva pampu varshamunu.xml,o1,"eng,tel,tam,hin"
584_Oh karunaanidhi mahaa prabhu.xml,o1,"eng,tel,tam,hin"
585_Rakshakaa nan - marva boku.xml,o1,"eng,tel,tam,hin"
587_Aasheervaadambul maa meeda.xml,o1,"eng,tel,tam,hin"
588_Preethigala mana Yesu.xml,v4,"tam,hin"
588_Preethigala mana Yesu.xml,o1,"eng,tel,tam,hin"
58_Sahodarulu yaikyata kalgi.xml,v4,hin
58_Sahodarulu yaikyata kalgi.xml,o1,"eng,tel,tam,hin"
590_Oh praardhanaa su praardhanaa.xml,v4,"tam,hin"
590_Oh praardhanaa su praardhanaa.xml,o1,"eng,tel,tam,hin"
591_Yesu naa prabhuva.xml,o1,"eng,tel,tam,hin"
592_Visugakunda nityamu - prardincha.xml,o1,"eng,tel,tam,hin"
593_Nee sannidhi cheritimi.xml,o1,"eng,tel,tam,hin"
596_O Yehovaa neeve nannu.xml,o1,"eng,tel,tam,hin"
59_Yehovaa sevakulaaraa stutinchudi.xml,v4,tam
59_Yehovaa sevakulaaraa stutinchudi.xml,v5,tam
59_Yehovaa sevakulaaraa stutinchudi.xml,v6,tam
59_Yehovaa sevakulaaraa stutinchudi.xml,v7,tam
59_Yehovaa sevakulaaraa stutinchudi.xml,o1,"eng,tel,tam,hin"
5_Yehovaa Naa Balamaa.xml,v8,hin
5_Yehovaa Naa Balamaa.xml,o1,"eng,tel,tam,hin"
607_Ahaa yemaanandam mahaa.xml,o1,"eng,tel,tam,hin"
608_Krupa kanikaramula maa.xml,o1,"eng,tel,tam,hin"
609_Amoolya rakhtamu dwaaraa.xml,o1,"eng,tel,tam,hin"
60_Yehovaanu stutinchudi aayana.xml,v10,"eng,tel"
60_Yehovaanu stutinchudi aayana.xml,o1,"eng,tel,tam,hin"
611_Neeligaganaana velige thaarala.xml,o1,"eng,tel,tam,hin"
612_Viswaasa sahithamuganu.xml,v8,"eng,tel,tam"
612_Viswaasa sahithamuganu.xml,o1,"eng,tel,tam,hin"
614_Naa papamulanu kshaminchen.xml,o1,"eng,tel,tam,hin"
616_Rakshana ounnatyamu.xml,o1,"eng,tel,tam,hin"
617_Parama jeevamu naaku nivva.xml,o1,"eng,tel,tam,hin"
618_Naa hrudayamu vintaga marenu.xml,o1,"eng,tel,tam,hin"
619_Hayananda sudinamu.xml,v4,hin
619_Hayananda sudinamu.xml,o1,"eng,tel,tam,hin"
61_Yehovaa neevu nannu parisheelinchi.xml,v6,"eng,tel,hin"
61_Yehovaa neevu nannu parisheelinchi.xml,v7,"eng,tel,hin"
61_Yehovaa neevu nannu parisheelinchi.xml,v8,"eng,tel,hin"
61_Yehovaa neevu nannu parisheelinchi.xml,v9,"eng,tel,hin"
61_Yehovaa neevu nannu parisheelinchi.xml,o1,"eng,tel,tam,hin"
622_Maa kanugrahinchina daiva.xml,o1,"eng,tel,tam,hin"
627_Lemmu thejarillumu neeku.xml,v6,"eng,tel,hin"
627_Lemmu thejarillumu neeku.xml,v7,"eng,tel,hin"
627_Lemmu thejarillumu neeku.xml,o1,"eng,tel,tam,hin"
628_Siluva veerulu meere.xml,v5,"eng,tel,tam"
628_Siluva veerulu meere.xml,o1,"eng,tel,tam,hin"
629_Thama devunerugu vaaru.xml,o1,"eng,tel,tam,hin"
62_Yehovaa andarikini mahopakaarundu.xml,v8,"eng,tel"
62_Yehovaa andarikini mahopakaarundu.xml,o1,"eng,tel,tam,hin"
630_Siluvanu mosi Ee lokamunu.xml,o1,"eng,tel,tam,hin"
632_Lokamunaku nannu.xml,v8,"eng,tel"
632_Lokamunaku nannu.xml,o1,"eng,tel,tam,hin"
633_Lellemmu sodaree sodarudaa.xml,v8,"eng,tel,tam"
633_Lellemmu sodaree sodarudaa.xml,v9,"eng,tel,tam"
633_Lellemmu sodaree sodarudaa.xml,v10,"eng,tel,tam"
633_Lellemmu sodaree sodarudaa.xml,o1,"eng,tel,tam,hin"
638_Melkommu O kavali yesuni.xml,o1,"eng,tel,tam,hin"
639_Cheekati kaalamu vachuchunde.xml,o1,"eng,tel,tam,hin"
63_Oh naadu yesu Raajaa.xml,v6,"eng,tel,hin"
63_Oh naadu yesu Raajaa.xml,v7,"eng,tel,hin"
63_Oh naadu yesu Raajaa.xml,o1,"eng,tel,tam,hin"
640_Nee priya prabhuni sevakai.xml,o1,"eng,tel,tam,hin"
641_Yesu Kristurri manchi.xml,o1,"eng,tel,tam,hin"
642_Mandalo cherani gorrelenno.xml,o1,"eng,tel,tam,hin"
643_Jaagraththa jaagraththa - Yesuditlu pilchun.xml,o1,"eng,tel,tam,hin"
644_Repu maapu gooda ramyamaina.xml,o1,"eng,tel,tam,hin"
645_Odducheri nee yeduta nilchu.xml,v5,hin
645_Odducheri nee yeduta nilchu.xml,o1,"eng,tel,tam,hin"
64_Halleluya naa pranamaa.xml,v10,hin
64_Halleluya naa pranamaa.xml,v11,hin
64_Halleluya naa pranamaa.xml,o1,"eng,tel,tam,hin"
651_Yehovaa nee krupaati shayamunu.xml,o1,"eng,tel,tam,hin"
652_Aanandinchedamu prabhu Yesulo.xml,o1,"eng,tel,tam,hin"
653_Jayamu jayamani chatinchedamu.xml,v5,"eng,tel,hin"
653_Jayamu jayamani chatinchedamu.xml,o1,"eng,tel,tam,hin"
654_Mahimatho nindina maa raajaa.xml,v6,hin
654_Mahimatho nindina maa raajaa.xml,v7,hin
654_Mahimatho nindina maa raajaa.xml,o1,"eng,tel,tam,hin"
657_Unntha stalamulapai  nekkinchi.xml,o1,"eng,tel,tam,hin"
658_Prabhuke stotramu mruthini.xml,o1,"eng,tel,tam,hin"
65_Devuniki stotramu gaanamu.xml,v11,tam
65_Devuniki stotramu gaanamu.xml,v12,tam
65_Devuniki stotramu gaanamu.xml,o1,"eng,tel,tam,hin"
661_Shodhanaku meeru chotiyyakudi.xml,o1,"eng,tel,tam,hin"
662_Adhikaaramu pondi yuntivi.xml,o1,"eng,tel,tam,hin"
663_Swaastyamuga nitchtivi.xml,o1,"eng,tel,tam,hin"
664_Jayamu pondumani Yesu.xml,o1,"eng,tel,tam,hin"
665_Kristesu siluvapai.xml,o1,"eng,tel,tam,hin"
666_Kriste Ee jeevitamulo.xml,o1,"eng,tel,tam,hin"
66_Stutiyinchu daayana naakasha vaasulaaraa.xml,v12,"eng,tel,hin"
66_Stutiyinchu daayana naakasha vaasulaaraa.xml,v13,"eng,tel,hin"
66_Stutiyinchu daayana naakasha vaasulaaraa.xml,v14,"eng,tel,hin"
66_Stutiyinchu daayana naakasha vaasulaaraa.xml,v15,"eng,tel,hin"
66_Stutiyinchu daayana naakasha vaasulaaraa.xml,v16,"eng,tel,hin"
66_Stutiyinchu daayana naakasha vaasulaaraa.xml,o1,"eng,tel,tam,hin"
672_Ella vela landu.xml,o1,"eng,tel,tam,hin"
673_Aanandame manakilalo.xml,o1,"eng,tel,tam,hin"
674_Mahima raaju sannidin.xml,v7,tam
674_Mahima raaju sannidin.xml,o1,"eng,tel,tam,hin"
676_Daahamu gala.xml,o1,"eng,tel,tam,hin"
677_Paapula rakshakudu.xml,o1,"eng,tel,tam,hin"
678_Daatumu yordhanun.xml,o1,"eng,tel,tam,hin"
679_Dhanyudavu neevu.xml,o1,"eng,tel,tam,hin"
67_Stutinchudi yehovaa devuni surya.xml,o1,"eng,tel,tam,hin"
680_Nootana aakaashamunu.xml,v9,tam
680_Nootana aakaashamunu.xml,o1,"eng,tel,tam,hin"
681_Mana prabhu Yesu.xml,o1,"eng,tel,tam,hin"
682_Ne bhraminchi nilchiti.xml,o1,"eng,tel,tam,hin"
684_Yordhannadi darina.xml,v6,hin
684_Yordhannadi darina.xml,o1,"eng,tel,tam,hin"
686_Prabhuvaa nee  paripoornatha.xml,v8,tam
686_Prabhuvaa nee  paripoornatha.xml,o1,"eng,tel,tam,hin"
68_Yehovaaku stutulu paadandi - meeru samaja.xml,v5,"eng,tel,hin"
68_Yehovaaku stutulu paadandi - meeru samaja.xml,v6,"eng,tel,hin"
68_Yehovaaku stutulu paadandi - meeru samaja.xml,v7,"eng,tel,hin"
68_Yehovaaku stutulu paadandi - meeru samaja.xml,v8,"eng,tel,hin"
68_Yehovaaku stutulu paadandi - meeru samaja.xml,v9,"eng,tel,hin"
68_Yehovaaku stutulu paadandi - meeru samaja.xml,o1,"eng,tel,tam,hin"
693_Velledam shresta desham.xml,o1,"eng,tel,tam,hin"
694_Prakaashamaina aashcharya.xml,o1,"eng,tel,tam,hin"
696_Neethi sooryundu.xml,o1,"eng,tel,tam,hin"
697_Neethi sooryudu neepai.xml,o1,"eng,tel,tam,hin"
699_Yesuni nityamu stutiyinchedamu.xml,o1,"eng,tel,tam,hin"
6_Yaakobu devudaapada kaalambula.xml,v7,hin
6_Yaakobu devudaapada kaalambula.xml,v8,hin
6_Yaakobu devudaapada kaalambula.xml,v9,"eng,tel,hin"
6_Yaakobu devudaapada kaalambula.xml,v10,"eng,tel,hin"
6_Yaakobu devudaapada kaalambula.xml,o1,"eng,tel,tam,hin"
700_Anaadi devudu aashrayamu.xml,o1,"eng,tel,tam,hin"
701_Yesuni vaaghdaanamul.xml,o1,"eng,tel,tam,hin"
702_Paravaasini ne jagamuna.xml,o1,"eng,tel,tam,hin"
704_Devuni krupa nitya mundunu.xml,o1,"eng,tel,tam,hin"
705_Unnatha durgamu.xml,o1,"eng,tel,tam,hin"
706_Mimmunu nimpe melulathoda.xml,o1,"eng,tel,tam,hin"
707_Yese manakila swaastyamu.xml,o1,"eng,tel,tam,hin"
708_Yehovaaye manakandariki.xml,o1,"eng,tel,tam,hin"
70_Devuni stutiyinchudi.xml,v8,hin
70_Devuni stutiyinchudi.xml,v9,hin
70_Devuni stutiyinchudi.xml,o1,"eng,tel,tam,hin"
710_Shree Yesu raajyamundunu.xml,v5,"tam,hin"
710_Shree Yesu raajyamundunu.xml,v6,"tam,hin"
710_Shree Yesu raajyamundunu.xml,o1,"eng,tel,tam,hin"
711_Yesu neethi rakhtamenu.xml,o1,"eng,tel,tam,hin"
713_Yesu naavaadini.xml,o1,"eng,tel,tam,hin"
714_Shrungaara deshamu.xml,v4,"tam,hin"
714_Shrungaara deshamu.xml,o1,"eng,tel,tam,hin"
715_Yesuni chetulandu yesuni.xml,o1,"eng,tel,tam,hin"
71_Halleluyaa yesu prabhun.xml,o1,"eng,tel,tam,hin"
720_Nene bhayapada valadani.xml,o1,"eng,tel,tam,hin"
721_Priya Yesu raajunu.xml,o1,"eng,tel,tam,hin"
723_Yesu prabhuve mahima.xml,o1,"eng,tel,tam,hin"
724_Prabhoo nee vaadanu.xml,o1,"eng,tel,tam,hin"
725_Paralokamu naa deshamu.xml,o1,"eng,tel,tam,hin"
726_Naa korikalu theeripoye.xml,o1,"eng,tel,tam,hin"
727_Eduru choochedamu dhruda.xml,o1,"eng,tel,tam,hin"
728_Prabhu raajyam nishchala.xml,o1,"eng,tel,tam,hin"
729_Nishchalamainadi Yesu raajyamu.xml,o1,"eng,tel,tam,hin"
72_Stutinchudi meeru stutinchudi.xml,o1,"eng,tel,tam,hin"
73_Siyonuku thirigi prabhuvu.xml,o1,"eng,tel,tam,hin"
745_Yesoo naa siluvan.xml,v5,hin
745_Yesoo naa siluvan.xml,v6,"eng,tel,hin"
745_Yesoo naa siluvan.xml,v7,"eng,tel,hin"
745_Yesoo naa siluvan.xml,o1,"eng,tel,tam,hin"
748_Devayaatma bhasuraagni.xml,o1,"eng,tel,tam,hin"
749_Prabhuni darshanam.xml,v5,"eng,tel"
749_Prabhuni darshanam.xml,o1,"eng,tel,tam,hin"
750_Priya Yesuni sainya veerulamu.xml,v6,hin
750_Priya Yesuni sainya veerulamu.xml,v7,hin
750_Priya Yesuni sainya veerulamu.xml,o1,"eng,tel,tam,hin"
752_Yesuni nindanu bharinchi.xml,o1,"eng,tel,tam,hin"
753_Yesuni shisyulamu yegudamu.xml,v5,hin
753_Yesuni shisyulamu yegudamu.xml,v6,hin
753_Yesuni shisyulamu yegudamu.xml,v7,hin
753_Yesuni shisyulamu yegudamu.xml,o1,"eng,tel,tam,hin"
754_Yesu kriste sajjanudu.xml,o1,"eng,tel,tam,hin"
755_Manassaara kruthajnatha liduchu.xml,v4,hin
755_Manassaara kruthajnatha liduchu.xml,v5,hin
755_Manassaara kruthajnatha liduchu.xml,v6,hin
755_Manassaara kruthajnatha liduchu.xml,v7,hin
755_Manassaara kruthajnatha liduchu.xml,o1,"eng,tel,tam,hin"
757_Nee siluve naaku sharanu.xml,o1,"eng,tel,tam,hin"
758_Ne nee vaadanai.xml,o1,"eng,tel,tam,hin"
759_Naadu praanamu prabho.xml,o1,"eng,tel,tam,hin"
760_Yesu prabho neeku.xml,o1,"eng,tel,tam,hin"
763_Silvachentha nesuvaa.xml,o1,"eng,tel,tam,hin"
764_Prabhu yesuni nenu.xml,o1,"eng,tel,tam,hin"
765_Naa sarvamaina.xml,o1,"eng,tel,tam,hin"
76_Adyantha rahithudavagu maajyothi.xml,o1,"eng,tel,tam,hin"
773_Manaku jeevamaiyunna.xml,o1,"eng,tel,tam,hin"
774_Nee devuni sannidini.xml,o1,"eng,tel,tam,hin"
775_Siluve nee gurigaa.xml,v4,hin
775_Siluve nee gurigaa.xml,o1,"eng,tel,tam,hin"
778_Dayagala Yesu prabhoo.xml,v7,tam
778_Dayagala Yesu prabhoo.xml,o1,"eng,tel,tam,hin"
779_Prabhuni seva jeyarammu.xml,o1,"eng,tel,tam,hin"
780_Halleluya hosanna.xml,o1,"eng,tel,tam,hin"
78_Aadi yantamu leni vaadaa.xml,v6,"eng,tel,hin"
78_Aadi yantamu leni vaadaa.xml,v7,"eng,tel,hin"
78_Aadi yantamu leni vaadaa.xml,o1,"eng,tel,tam,hin"
790_Devuni nija prema.xml,o1,"eng,tel,tam,hin"
79_Calvariloni shreshtudaa - karunaa bharitha.xml,o1,"eng,tel,tam,hin"
7_Naadu devaa naadu devaa.xml,o1,"eng,tel,tam,hin"
80_Naa priya yesu neeve naa.xml,v5,hin
80_Naa priya yesu neeve naa.xml,v6,hin
80_Naa priya yesu neeve naa.xml,v7,hin
80_Naa priya yesu neeve naa.xml,v8,"tam,hin"
80_Naa priya yesu neeve naa.xml,o1,"eng,tel,tam,hin"
83_Sundara rakshakudaa.xml,v5,hin
83_Sundara rakshakudaa.xml,v6,hin
83_Sundara rakshakudaa.xml,v7,hin
83_Sundara rakshakudaa.xml,o1,"eng,tel,tam,hin"
84_Stotrintumu ninu maadu thandri.xml,v8,hin
84_Stotrintumu ninu maadu thandri.xml,v9,hin
84_Stotrintumu ninu maadu thandri.xml,o1,"eng,tel,tam,hin"
85_Kristu yesu dayaalu prabhu.xml,o1,"eng,tel,tam,hin"
86_Yesu parishudda naamamunaku.xml,o1,"eng,tel,tam,hin"
89_Yehovaanu gaanamu chesedamu.xml,v6,hin
89_Yehovaanu gaanamu chesedamu.xml,v7,"eng,tel,hin"
89_Yehovaanu gaanamu chesedamu.xml,o1,"eng,tel,tam,hin"
8_Yehovaa naa kaapari.xml,v8,"tam,hin"
8_Yehovaa naa kaapari.xml,o1,"eng,tel,tam,hin"
91_Saagilapadi mrokkedamu.xml,o1,"eng,tel,tam,hin"
95_Idigo nee raaju vachchu chunde.xml,v6,tam
95_Idigo nee raaju vachchu chunde.xml,v7,tam
95_Idigo nee raaju vachchu chunde.xml,o1,"eng,tel,tam,hin"
96_Sharanam sharanam sharanam devaa.xml,v8,tam
96_Sharanam sharanam sharanam devaa.xml,v9,tam
96_Sharanam sharanam sharanam devaa.xml,o1,"eng,tel,tam,hin"
99_Parama pavitra swargapitha.xml,o1,"eng,tel,tam,hin"
9_Neeve Yehovaa naa kaaparivi.xml,o1,"eng,tel,tam,hin"
